x1,y1,data_set_number,data_set
0.28439069,0,1210,Testing
0.50673,1,15325,selectiveSobolSampling_Train_XX
0.57485137,1,61,Testing
0.74701666,1,1553,Testing
0.2178766,0,632,Testing
0.4041987,0,598,Testing
0.138599,0,6,LHS_Vald_2
0.32383869,0,1778,Testing
0.36719,0,86,Rand_Training_1
0.41458644,0,518,Testing
0.16786,0,7,Rand_Training_4
0.665729,1,16,LHS_Vald_1
0.523937,1,42,Rand_Vald_2
0.42447757,0,1510,Testing
0.68946066,1,257,Testing
0.50694367,1,1029,Testing
0.91449487,1,19,Testing
0.49884893,0,1886,Testing
0.046648,0,114,Rand_Training_3
0.64487794,1,1113,Testing
0.59491768,1,1677,Testing
0.52238,1,61,regularSobol_Training_0
0.9809297,1,747,Testing
0.91387,1,102,LHS_Training_3
0.2603148,0,906,Testing
0.84091806,1,711,Testing
0.83238648,1,1159,Testing
0.053361164,0,1988,Testing
0.34384,0,33,Rand_Vald_4
0.92999251,1,691,Testing
0.047182407,0,1860,Testing
0.85394,1,111,Rand_Training_2
0.61851,1,143,LHS_Training_5
0.22407528,0,232,Testing
0.97791649,1,1387,Testing
0.88543,1,45,LHS_Training_2
0.84377781,1,727,Testing
0.030942,0,107,Rand_Training_1
0.274826,0,41,LHS_Vald_4
0.277226,0,65,Rand_Vald_3
0.07127,0,61,Rand_Training_2
0.60422,1,37,selectiveSobolSampling_Train_XX
0.92211157,1,755,Testing
0.31528046,0,178,Testing
0.069931,0,25,LHS_Training_2
0.22404,0,50,Rand_Vald_4
0.95631,1,38,LHS_Training_5
0.38473329,0,374,Testing
0.17714,0,60,LHS_Training_1
0.150806,0,64,LHS_Vald_4
0.44205,0,8,LHS_Training_3
0.673609,1,10,Rand_Vald_1
0.17229,0,57,Rand_Training_5
0.6630418,1,649,Testing
0.49085882,0,1822,Testing
0.48616668,0,1438,Testing
0.27120481,0,1002,Testing
0.08186004,0,1612,Testing
0.77302939,1,255,Testing
0.50531017,1,261,Testing
0.11288665,0,828,Testing
0.151,0,133,LHS_Training_4
0.57256,1,85,Rand_Training_0
0.732206,1,53,Rand_Vald_5
0.91886032,1,1427,Testing
0.40975,0,88,LHS_Training_3
0.92560185,1,1523,Testing
0.76771,1,131,LHS_Training_4
0.01778986,0,106,selectiveSobolSampling_Vald_XX
0.47813013,0,1918,Testing
0.88303674,1,1379,Testing
0.47414,0,118,LHS_Training_2
0.42792844,0,102,Testing
0.52345,1,77,Rand_Training_4
0.85685963,1,1303,Testing
0.56644,1,25,Rand_Training_3
0.28178,0,20,Rand_Training_4
0.64543689,1,89,Testing
0.62535,1,55,LHS_Training_2
0.21655549,0,888,Testing
0.96200485,1,699,Testing
0.0308797,0,36,Rand_Vald_0
0.29013,0,108,regularSobol_Vald_0
0.042636,0,52,LHS_Training_1
0.98994942,1,523,Testing
0.17263068,0,704,Testing
0.15037,0,128,Rand_Training_3
0.45323556,0,750,Testing
0.65226179,1,665,Testing
0.38633628,0,1142,Testing
0.24133842,0,1864,Testing
0.61570229,1,1709,Testing
0.252572,0,1,Rand_Vald_2
0.49559,0,23888,selectiveSobolSampling_Train_XX
0.58634,1,111,LHS_Training_5
0.77656,1,10,Rand_Training_0
0.55511065,1,277,Testing
0.626585,1,49,LHS_Vald_2
0.54937,1,87,LHS_Training_5
0.96636648,1,1851,Testing
0.97956,1,38,Rand_Training_1
0.424377,0,71,LHS_Vald_5
0.5011,1,93,regularSobol_Training_0
0.235383,0,55,Rand_Vald_1
0.64579,1,96,Rand_Training_0
0.59654578,1,397,Testing
0.50564406,1,1285,Testing
0.21036905,0,568,Testing
0.5093,1,40,Rand_Training_5
0.63256,1,24,Rand_Training_2
0.0066923,0,69,LHS_Training_2
0.038335,0,96,Rand_Training_4
0.59708,1,70,LHS_Training_2
0.25960737,0,138,Testing
0.33423,0,141,Rand_Training_5
0.73932,1,90,Rand_Training_2
0.3587005,0,1538,Testing
0.314499,0,55,Rand_Vald_5
0.0167482,0,9,LHS_Vald_5
0.91978824,1,915,Testing
0.49379106,0,1502,Testing
0.35788872,0,2,Testing
0.39084668,0,406,Testing
0.6474746,1,1881,Testing
0.69275,1,59,Rand_Training_0
0.70035,1,91,Rand_Training_4
0.581707,1,43,LHS_Vald_0
0.35826,0,30,Rand_Training_4
0.956136,1,35,LHS_Vald_2
0.98397127,1,1515,Testing
0.64324276,1,1241,Testing
0.56551247,1,1789,Testing
0.15988,0,52,LHS_Training_0
0.27543,0,96,Rand_Training_2
0.88612267,1,1635,Testing
0.66886002,1,1993,Testing
0.88242,1,46,LHS_Training_3
0.45229238,0,654,Testing
0.1611,0,118,regularSobol_Vald_0
0.30574117,0,858,Testing
0.59442472,1,1165,Testing
0.0055062,0,34,LHS_Training_0
0.62903,1,101,LHS_Training_3
0.37330934,0,674,Testing
0.57814,1,53,Rand_Training_2
0.61868,1,197,regularSobol_Training_4
0.80664,1,95,regularSobol_Training_0
0.76506736,1,1567,Testing
0.28208036,0,954,Testing
0.32238234,0,1266,Testing
0.91979,1,113,Rand_Training_3
0.38761,0,152,regularSobol_Training_1
0.65124434,1,1177,Testing
0.086998,0,108,LHS_Training_5
0.51697449,1,549,Testing
0.64102,1,22,Rand_Training_1
0.33446762,0,1938,Testing
0.263884,0,8,LHS_Vald_5
0.419345,0,60,Rand_Vald_4
0.78748701,1,1327,Testing
0.78230623,1,1967,Testing
0.064878288,0,1772,Testing
0.706404,1,13,Rand_Vald_3
0.91756,1,102,LHS_Training_2
0.618,1,11,Rand_Training_5
0.23873947,0,1096,Testing
0.29453,0,31,Rand_Training_4
0.3881059328,0,400024,selectiveSobolSampling_Vald_XX
0.74857,1,73,regularSobol_Training_0
0.208674,0,40,LHS_Vald_4
0.18856437,0,1048,Testing
0.4961317,0,1630,Testing
0.97582,1,108,Rand_Training_3
0.1273521,0,1136,Testing
0.12377,0,46,Rand_Training_3
0.11136,0,49,LHS_Training_3
0.018313273,0,820,Testing
0.87376709,1,183,Testing
0.10982684,0,1084,Testing
0.0674631,0,5,Rand_Vald_4
0.605,1,108,LHS_Training_1
0.68833,1,1,Testing
0.72779,1,41,regularSobol_Training_0
0.37665,0,21,Rand_Training_2
0.55431,1,25,LHS_Training_1
0.48572595,0,414,Testing
0.81769,1,85,LHS_Training_2
0.214502,0,57,LHS_Vald_3
0.25715509,0,74,Testing
0.97098716,1,1579,Testing
0.56095,1,44,Rand_Training_2
0.67267,1,30,LHS_Training_4
0.43908909,0,590,Testing
0.32434,0,101,Rand_Training_1
0.68833,1,1,Testing
0.840699,1,103,selectiveSobolSampling_Vald_XX
0.18783,0,47,Rand_Training_3
0.035368,0,30,Rand_Training_0
0.28038391,0,682,Testing
0.41633193,0,774,Testing
0.4943,0,88,LHS_Training_4
0.762835,1,51,Rand_Vald_1
0.80177747,1,1167,Testing
0.99582,1,1,LHS_Training_2
0.28828,0,18,Rand_Training_3
0.056288297,0,1284,Testing
0.80308655,1,1935,Testing
0.50302,1,9565,selectiveSobolSampling_Train_XX
0.52054,1,84,Rand_Training_5
0.77505361,1,1087,Testing
0.56131,1,36,Rand_Vald_3
0.10178063,0,1756,Testing
0.378947,0,35,Rand_Vald_2
0.708895,1,70,Rand_Vald_4
0.69093036,1,769,Testing
0.68396189,1,361,Testing
0.10082534,0,1052,Testing
0.84001517,1,1223,Testing
0.20053,0,135,Rand_Training_5
0.84674,1,28,LHS_Training_1
0.068603952,0,1900,Testing
0.784287,1,43,Rand_Vald_0
0.06676,0,13,LHS_Training_5
0.060301,0,90,regularSobol_Training_0
0.58165202,1,93,Testing
0.24267,0,55,Rand_Training_1
0.34619,0,15,Rand_Training_0
0.28303,0,123,LHS_Training_4
0.1801,0,126,LHS_Training_4
0.43038925,0,166,Testing
0.14238,0,102,regularSobol_Vald_0
0.55551678,1,1301,Testing
0.32732,0,90,LHS_Training_0
0.65521,1,24,Rand_Training_5
0.69871,1,58,Rand_Training_2
0.0077065913,0,1556,Testing
0.15295,0,77,LHS_Training_1
0.2901283,0,108,selectiveSobolSampling_Vald_XX
0.18726333,0,128,Testing
0.14614,0,71,Rand_Training_1
0.460949,0,33,LHS_Vald_4
0.645286,1,1,Rand_Vald_4
0.924347,1,13,LHS_Vald_1
0.14542,0,35,LHS_Training_2
0.91744,1,87,Rand_Training_5
0.25462851,0,1866,Testing
0.65743248,1,1033,Testing
0.785,1,58,LHS_Training_2
0.66236841,1,1673,Testing
0.971672,1,555,Testing
0.15094095,0,656,Testing
0.5374866,1,1909,Testing
0.37905,0,87,Rand_Training_0
0.89487836,1,1539,Testing
0.70609323,1,1441,Testing
0.69795,1,3,Rand_Training_5
0.30818,0,48,LHS_Training_4
0.88680127,1,1251,Testing
0.25971,0,82,Rand_Training_5
0.39683,0,184,regularSobol_Training_3
0.35903,0,116,Rand_Training_2
0.79271939,1,1775,Testing
0.22292594,0,1768,Testing
0.83564716,1,903,Testing
0.50186502,1,1157,Testing
0.358195,0,41,Rand_Vald_3
0.43406,0,6,LHS_Training_2
0.97964,1,30,LHS_Training_1
0.45792,0,119,Rand_Training_2
0.99163,1,69,Rand_Training_1
0.26249941,0,1802,Testing
0.20885,0,46,selectiveSobolSampling_Train_XX
0.68833,1,1,Testing
0.65172215,1,1689,Testing
0.97269116,1,683,Testing
0.052723795,0,1220,Testing
0.80497,1,95,Rand_Training_0
0.97581,1,41,Rand_Vald_4
0.7041078,1,121,selectiveSobolSampling_Vald_XX
0.833403,1,68,LHS_Vald_5
0.23788,0,70,Rand_Training_4
0.80533,1,79,LHS_Training_0
0.521542,1,11,Rand_Vald_0
0.85571,1,35,Rand_Training_3
0.70409,1,42,Rand_Training_1
0.703206,1,31,LHS_Vald_0
0.011123,0,62,LHS_Training_4
0.0378096,0,17,LHS_Vald_0
0.116552,0,5,LHS_Vald_5
0.81771463,1,39,Testing
0.60201512,1,205,Testing
0.96889615,1,811,Testing
0.97904987,1,619,Testing
0.85801,1,12,Rand_Vald_5
0.9409,1,99,Rand_Training_1
0.13403349,0,1840,Testing
0.37397487,0,1698,Testing
0.94936,1,139,regularSobol_Vald_0
0.50197642,1,901,Testing
0.36721656,0,1570,Testing
0.61601687,1,685,Testing
0.39343904,0,150,Testing
0.07067935,0,130,selectiveSobolSampling_Vald_XX
0.42873979,0,1638,Testing
0.82024,1,71,LHS_Training_1
0.60942,1,5,regularSobol_Training_0
0.64294,1,32,LHS_Vald_2
0.36409,0,88,Rand_Training_4
0.5273822,1,1509,Testing
0.0885836,0,27,Rand_Vald_0
0.11331,0,49,Rand_Training_1
0.74820847,1,1809,Testing
0.81503071,1,1703,Testing
0.43648014,0,1062,Testing
0.20047613,0,1496,Testing
0.27529977,0,554,Testing
0.83569,1,65,LHS_Training_3
0.5897728,1,29,Testing
0.55108,1,64,Rand_Training_3
0.82341,1,7,regularSobol_Training_0
0.84491739,1,1239,Testing
0.34965351,0,66,Testing
0.51339148,1,1349,Testing
0.03092719,0,1268,Testing
0.097847,0,66,Rand_Training_5
0.4461,0,115,Rand_Training_2
0.64688,1,26,Rand_Training_5
0.66529864,1,1097,Testing
0.106086,0,860,Testing
0.45716,0,61824,selectiveSobolSampling_Train_XX
0.15876983,0,1312,Testing
0.28321123,0,698,Testing
0.86366,1,133,Rand_Training_5
0.23655435,0,200,Testing
0.09965345,0,540,Testing
0.61286,1,6,Rand_Vald_5
0.8808915,1,419,Testing
0.960164,1,51,LHS_Vald_1
0.14563046,0,1104,Testing
0.41328,0,38,Rand_Training_4
0.76167753,1,927,Testing
0.87205,1,26,LHS_Training_2
0.595419,1,16,Rand_Vald_4
0.37552,0,6,Rand_Training_3
0.658088,1,43,LHS_Vald_4
0.77714392,1,319,Testing
0.17285,0,90,LHS_Training_4
0.41282645,0,1734,Testing
0.13177667,0,496,Testing
0.96297,1,51,LHS_Training_2
0.68833,1,1,Testing
0.32784,0,65,LHS_Training_1
0.98304519,1,1003,Testing
0.271003,0,42,Rand_Vald_1
0.75221,1,15,regularSobol_Training_0
0.6248,1,53,Rand_Training_3
0.81604825,1,167,Testing
0.93946037,1,859,Testing
0.20181038,0,728,Testing
0.77436,1,47,selectiveSobolSampling_Train_XX
0.72288,1,105,regularSobol_Vald_0
0.96434006,1,1979,Testing
0.67519923,1,937,Testing
0.86893774,1,567,Testing
0.98769,1,3,LHS_Training_5
0.97954861,1,107,Testing
0.24613164,0,1032,Testing
0.6275047,1,1657,Testing
0.6635,1,59,Rand_Training_5
0.055525,0,46,LHS_Training_0
0.46562,0,44,LHS_Training_5
0.90218,1,11,LHS_Training_0
0.9681,1,111,Rand_Training_5
0.61267304,1,301,Testing
0.41723,0,81,Rand_Training_3
0.35110985,0,578,Testing
0.71981,1,48,LHS_Vald_3
0.040376,0,112,LHS_Training_2
0.57619,1,132,LHS_Training_4
0.4034,0,40,Rand_Training_3
0.48213805,0,1790,Testing
0.777146,1,42,LHS_Vald_2
0.17792803,0,576,Testing
0.59523607,1,653,Testing
0.73689,1,44,Rand_Training_0
0.10325587,0,1244,Testing
0.52852,1,9,LHS_Training_1
0.011044,0,82,LHS_Training_0
0.5124,1,16,Rand_Training_0
0.161299,0,61,Rand_Vald_3
0.133453,0,34,Rand_Vald_0
0.58683,1,7,LHS_Training_1
0.76221915,1,287,Testing
0.744995,1,23,LHS_Vald_2
0.50153,1,29,LHS_Training_3
0.029127,0,76,LHS_Training_1
0.3817765,0,950,Testing
0.79373451,1,1135,Testing
0.91529882,1,1555,Testing
0.88443,1,73,Rand_Training_2
0.98504415,1,1419,Testing
0.41950798,0,1414,Testing
0.28388,0,48,LHS_Training_5
0.99966631,1,1867,Testing
0.0656588,0,47,Rand_Vald_5
0.38355555,0,1910,Testing
0.0005266032458,0,400010,selectiveSobolSampling_Vald_XX
0.91824,1,106,Rand_Training_5
0.64886,1,58,LHS_Training_3
0.774014,1,44,LHS_Vald_0
0.5691,1,76,Rand_Training_3
0.98926839,1,1547,Testing
0.701719,1,53,Rand_Vald_2
0.315,0,20,selectiveSobolSampling_Train_XX
0.311144,0,11,LHS_Vald_1
0.283527,0,21,LHS_Vald_1
0.87975,1,28,LHS_Training_4
0.6477,1,18,Rand_Training_0
0.426259,0,58,Rand_Vald_3
0.30526329,0,346,Testing
0.81824287,1,1063,Testing
0.69972545,1,449,Testing
0.81721584,1,551,Testing
0.60959618,1,557,Testing
0.00416025,0,39,Rand_Vald_2
0.24831,0,103,LHS_Training_1
0.451066,0,39,LHS_Vald_0
0.36156,0,17,LHS_Training_3
0.4547052,0,238,Testing
0.41404,0,41,Rand_Training_1
0.127404,0,14,Rand_Vald_5
0.69850646,1,1857,Testing
0.5536338,1,469,Testing
0.90250798,1,1603,Testing
0.243215,0,20,Rand_Vald_0
0.52000386,1,1445,Testing
0.33983,0,32,LHS_Training_1
0.2708,0,83,Rand_Training_3
0.075346,0,15,Rand_Training_1
0.2654,0,89,LHS_Training_3
0.46775,0,129,LHS_Training_4
0.60762771,1,1101,Testing
0.087394,0,47,LHS_Training_2
0.9992,1,24,LHS_Training_4
0.9539,1,92,LHS_Training_1
0.77567045,1,831,Testing
0.86816262,1,1079,Testing
0.43772,0,120,Rand_Training_5
0.109236,0,29,Rand_Vald_0
0.31657,0,76,Rand_Training_2
0.91224,1,112,Rand_Training_2
0.52145819,1,1957,Testing
0.22074,0,3,LHS_Training_4
0.640621,1,37,Rand_Vald_2
0.80601404,1,1359,Testing
0.292573,0,26,Rand_Vald_3
0.67689607,1,1833,Testing
0.884361,1,27,Rand_Vald_3
0.3042645,0,922,Testing
0.118524,0,46,LHS_Vald_0
0.735609,1,69,LHS_Vald_4
0.74638,1,102,Rand_Training_1
0.796291,1,6,Rand_Vald_1
0.63206947,1,1529,Testing
0.996577,1,6,Rand_Vald_3
0.93626091,1,563,Testing
0.9343,1,110,Rand_Training_5
0.747401,1,50,Rand_Vald_2
0.69893,1,89,selectiveSobolSampling_Train_XX
0.53498,1,45,selectiveSobolSampling_Train_XX
0.77436,1,47,regularSobol_Training_0
0.25055785,0,1738,Testing
0.63451,1,29,Rand_Training_3
0.38292,0,24,selectiveSobolSampling_Train_XX
0.216339,0,33,LHS_Vald_5
0.84874506,1,1367,Testing
0.7018,1,103,LHS_Training_5
0.62928887,1,1785,Testing
0.91283,1,4,Rand_Training_2
0.69941465,1,1473,Testing
0.54495,1,93,LHS_Training_1
0.89107353,1,1923,Testing
0.55007328,1,597,Testing
0.53152,1,41,Rand_Training_4
0.24379065,0,1928,Testing
0.050531055,0,68,Testing
0.45898,0,115,LHS_Training_2
0.95153612,1,667,Testing
0.77209,1,74,LHS_Training_2
0.54124635,1,1717,Testing
0.010792438,0,980,Testing
0.066336431,0,1260,Testing
0.76155,1,140,LHS_Training_4
0.627221,1,15,Rand_Vald_5
0.2872828,0,826,Testing
0.2738,0,30,Rand_Vald_4
0.031121,0,20,Rand_Training_0
0.2473016,0,520,Testing
0.51741903,1,1573,Testing
0.29221,0,31,Rand_Training_2
0.82915,1,96,LHS_Training_0
0.17968894,0,1792,Testing
0.7819293,1,127,selectiveSobolSampling_Vald_XX
0.63565,1,42,Rand_Training_4
0.40237,0,124,Rand_Training_3
0.0410194,0,27,Rand_Vald_5
0.096787,0,50,regularSobol_Training_0
0.1388781,0,1456,Testing
0.60417589,1,461,Testing
0.24021472,0,1608,Testing
0.85572,1,111,LHS_Training_4
0.12568339,0,1392,Testing
0.40363232,0,1622,Testing
0.17512,0,131,LHS_Training_5
0.4397523,0,1358,Testing
0.978716,1,4,Rand_Vald_1
0.68833,1,1,Testing
0.71319064,1,993,Testing
0.969556,1,11,Rand_Vald_5
0.415487,0,37,Rand_Vald_4
0.86922,1,52,Rand_Training_3
0.92628,1,19,regularSobol_Training_0
0.90772412,1,595,Testing
0.50629,1,47,Rand_Training_0
0.028573,0,69,Rand_Training_4
0.776799,1,49,Rand_Vald_5
0.02261,0,28,LHS_Training_3
0.06748066,0,194,regularSobol_Vald_3
0.13633586,0,1584,Testing
0.21963,0,62,regularSobol_Training_0
0.98446994,1,395,Testing
0.430209,0,29,LHS_Vald_2
0.39290676,0,1174,Testing
0.67622,1,51,LHS_Training_1
0.039602,0,87,LHS_Training_0
0.39845,0,87,Rand_Training_2
0.57624,1,103,Rand_Training_1
0.27182118,0,1258,Testing
0.70889,1,29,LHS_Training_4
0.322103,0,15,Rand_Vald_2
0.043967953,0,548,Testing
0.20519,0,99,LHS_Training_3
0.40833,0,46,Rand_Training_2
0.8288803,1,263,Testing
0.67126,1,110,Rand_Training_2
0.96583,1,136,LHS_Training_5
0.85401,1,56,Rand_Training_2
0.069783488,0,364,Testing
0.9364,1,23,Rand_Training_0
0.72182,1,48,Rand_Vald_4
0.48509,0,144,regularSobol_Vald_0
0.308616,0,30,Rand_Vald_0
0.34731385,0,962,Testing
0.18038907,0,768,Testing
0.56604,1,60,Rand_Training_5
0.99530182,1,715,Testing
0.82743535,1,1383,Testing
0.97589236,1,427,Testing
0.034331,0,44,LHS_Training_3
0.013648847,0,852,Testing
0.45047571,0,1934,Testing
0.7818,1,5,LHS_Training_2
0.51400951,1,581,Testing
0.36288,0,102,LHS_Training_5
0.36867274,0,1058,Testing
0.94311692,1,1499,Testing
0.036575789,0,612,Testing
0.7412265,1,137,selectiveSobolSampling_Vald_XX
0.86101,1,96,LHS_Training_2
0.055740995,0,260,Testing
0.38052797,0,182,Testing
0.136994,0,44,Rand_Vald_0
0.13966085,0,944,Testing
0.47408,0,116,LHS_Training_4
0.030014,0,135,Rand_Training_4
0.95677781,1,1019,Testing
0.47357618,0,190,Testing
0.307693,0,2,LHS_Vald_0
0.8036341,1,911,Testing
0.64912392,1,409,Testing
0.9095225,1,851,Testing
0.5144,1,84253,selectiveSobolSampling_Train_XX
0.61482,1,8,LHS_Training_1
0.28512,0,64,Rand_Training_4
0.2680326,0,1386,Testing
0.890204,1,11,Rand_Vald_2
0.38548,0,19,Rand_Training_4
0.719684,1,48,Rand_Vald_3
0.79491404,1,623,Testing
0.44288,0,160,regularSobol_Training_1
0.39393392,0,662,Testing
0.18581,0,86,selectiveSobolSampling_Train_XX
0.62454842,1,1261,Testing
0.013759776,0,1108,Testing
0.010553,0,62,Rand_Training_5
0.9094608,1,115,selectiveSobolSampling_Vald_XX
0.56031517,1,661,Testing
0.86106539,1,631,Testing
0.44274,0,9,Rand_Training_1
0.19750788,0,1880,Testing
0.655128,1,21,Rand_Vald_5
0.24447,0,30,selectiveSobolSampling_Train_XX
0.37501788,0,822,Testing
0.4733,0,23,Rand_Vald_2
0.44611,0,45,LHS_Training_5
0.021487,0,106,Rand_Training_1
0.022043,0,61,LHS_Training_1
0.879268,1,68,LHS_Vald_4
0.57856146,1,1885,Testing
0.48422,0,92,Rand_Training_0
0.42117614,0,1158,Testing
0.83340574,1,647,Testing
0.92043118,1,147,Testing
0.505219,1,45,Rand_Vald_0
0.18580322,0,640,Testing
0.61816221,1,1645,Testing
0.091149156,0,1676,Testing
0.27687105,0,1834,Testing
0.598332,1,15,LHS_Vald_4
0.71200491,1,225,Testing
0.230099,0,20,LHS_Vald_1
0.5573325,1,21,Testing
0.5509661,1,213,Testing
0.50007,1,77405,selectiveSobolSampling_Train_XX
0.18295702,0,1536,Testing
0.14116492,0,2000,Testing
0.48655441,0,670,Testing
0.479303,0,56,LHS_Vald_4
0.83229,1,98,Rand_Training_4
0.47622804,0,958,Testing
0.062674,0,25,Rand_Training_2
0.18231,0,214,regularSobol_Training_5
0.60212,1,57,Rand_Training_3
0.51104,1,100,Rand_Training_0
0.44023,0,115,Rand_Training_4
0.837833,1,26,LHS_Vald_1
0.77736,1,175,regularSobol_Training_2
0.32326,0,212,regularSobol_Training_5
0.63913547,1,953,Testing
0.94063059,1,1371,Testing
0.20470478,0,696,Testing
0.58001967,1,1373,Testing
0.97644,1,48,Rand_Training_0
0.25770617,0,1098,Testing
0.964039,1,54,LHS_Vald_5
0.868907,1,24,Rand_Vald_4
0.289,0,68,LHS_Training_3
0.47218,0,112,regularSobol_Vald_0
0.85721,1,17,LHS_Training_1
0.36992,0,68,regularSobol_Training_0
0.613673,1,7,LHS_Vald_0
0.83019371,1,7,Testing
0.7343,1,66,LHS_Training_4
0.93411,1,83,Rand_Training_5
0.097313435,0,412,Testing
0.655273,1,15,LHS_Vald_0
0.13706287,0,176,Testing
0.22723249,0,808,Testing
0.58082,1,73,Rand_Training_4
0.80665129,1,1615,Testing
0.59888,1,67,Rand_Training_2
0.46080563,0,1134,Testing
0.13271,0,10,LHS_Training_5
0.19381,0,69,LHS_Training_1
0.246317,0,10,Rand_Vald_3
0.20178,0,48,Rand_Training_1
0.014779169,0,596,Testing
0.70399819,1,673,Testing
0.58072606,1,1629,Testing
0.089477,0,29,LHS_Vald_4
0.68041,1,5,Rand_Training_5
0.5024,1,85,LHS_Training_1
0.61715865,1,1197,Testing
0.92175,1,84,LHS_Training_5
0.87238384,1,1975,Testing
0.61323,1,21,Rand_Vald_0
0.060107392,0,1156,Testing
0.97035421,1,299,Testing
0.025554,0,93,LHS_Training_0
0.10291,0,68,LHS_Training_5
0.71555518,1,865,Testing
0.2982398,0,794,Testing
0.044873,0,48,LHS_Training_0
0.360359,0,5,LHS_Vald_2
0.992259,1,38,LHS_Vald_5
0.4747718,0,446,Testing
0.236464,0,52,LHS_Vald_2
0.93895,1,47,LHS_Training_4
0.18116245,0,1280,Testing
0.96717001,1,59,Testing
0.15769367,0,544,Testing
0.34299497,0,466,Testing
0.58814,1,117,LHS_Training_2
0.239851,0,56,Rand_Vald_3
0.83595095,1,1351,Testing
0.36691278,0,226,Testing
0.35485946,0,1922,Testing
0.363848,0,21,Rand_Vald_4
0.86039986,1,1655,Testing
0.47819,0,88,LHS_Training_0
0.70904631,1,545,Testing
0.55130001,1,1237,Testing
0.68286,1,51,Rand_Training_0
0.29302,0,43,LHS_Vald_2
0.35247,0,38,LHS_Vald_4
0.59757105,1,1933,Testing
0.688025,1,2,Rand_Vald_4
0.36060764,0,98,Testing
0.647192,1,51,LHS_Vald_4
0.764424,1,39,Rand_Vald_3
0.28796,0,26,Rand_Training_4
0.90743218,1,1619,Testing
0.051545945,0,708,Testing
0.20803358,0,1848,Testing
0.4721834,0,112,selectiveSobolSampling_Vald_XX
0.15580137,0,1296,Testing
0.95780784,1,379,Testing
0.91124,1,119,Rand_Training_3
0.82428841,1,1639,Testing
0.80456001,1,1423,Testing
0.10531549,0,476,Testing
0.62018393,1,365,Testing
0.0037053508,0,1940,Testing
0.53792351,1,885,Testing
0.032592,0,72,LHS_Vald_5
0.9062455,1,163,regularSobol_Vald_1
0.47718,0,53,Rand_Training_4
0.90226209,1,195,Testing
0.91458,1,1,LHS_Training_1
0.0054017061,0,788,Testing
0.15584,0,122,Rand_Training_3
0.67552,1,68,Rand_Training_1
0.60991841,1,1581,Testing
0.874274,1,40,Rand_Vald_0
0.5109964,1,1477,Testing
0.57754,1,37,Rand_Vald_3
0.76795,1,141,LHS_Training_5
0.612386,1,32,LHS_Vald_3
0.40551,0,113,Rand_Training_2
0.33122,0,89,Rand_Training_1
0.085924018,0,1996,Testing
0.0965671,0,23,LHS_Vald_5
0.099675,0,113,LHS_Training_2
0.83871539,1,1095,Testing
0.462146,0,47,LHS_Vald_1
0.484617,0,2,Rand_Vald_2
0.89609,1,38,Rand_Training_5
0.72017,1,50,LHS_Training_3
0.7924,1,108,LHS_Training_4
0.515119,1,42,LHS_Vald_5
0.569663,1,3,LHS_Vald_4
0.0142612,0,29,Rand_Vald_1
0.24085876,0,1352,Testing
0.20697826,0,1976,Testing
0.57285,1,77,Rand_Training_0
0.70255351,1,1729,Testing
0.94092994,1,347,Testing
0.943474,1,75,Rand_Vald_5
0.40332,0,20,LHS_Training_5
0.32642,0,70,LHS_Training_3
0.8397731,1,583,Testing
0.32836148,0,786,Testing
0.17848,0,50,Rand_Training_5
0.68969,1,153,regularSobol_Training_1
0.030571,0,42,selectiveSobolSampling_Train_XX
0.80622,1,99,Rand_Training_2
0.28875614,0,314,Testing
0.20934945,0,1080,Testing
0.64301,1,94,LHS_Training_1
0.1558,0,15,Rand_Training_2
0.47769,0,99,Rand_Training_3
0.95962395,1,1147,Testing
0.53278,1,65,Rand_Training_3
0.770803,1,14,Rand_Vald_4
0.79604438,1,879,Testing
0.05481489,0,1796,Testing
0.182,0,13,Rand_Vald_0
0.067362,0,21,LHS_Training_3
0.29692,0,18,LHS_Training_0
0.856378,1,1815,Testing
0.23523328,0,456,Testing
0.527073,1,41,LHS_Vald_5
0.34168102,0,210,Testing
0.08355829,0,716,Testing
0.41682,0,18,Rand_Vald_1
0.02379,0,47,LHS_Training_5
0.47955,0,134,Rand_Training_4
0.86927862,1,1335,Testing
0.018756,0,74,LHS_Training_5
0.27752,0,124,regularSobol_Vald_0
0.644979,1,64,LHS_Vald_5
0.053374,0,53,Rand_Training_0
0.097402,0,61,Rand_Training_1
0.167857,0,69,LHS_Vald_5
0.724286,1,48,Rand_Vald_1
0.298794,0,9,LHS_Vald_0
0.83121877,1,1543,Testing
0.377637,0,29,Rand_Vald_4
0.18975237,0,1816,Testing
0.32220609,0,1010,Testing
0.37327,0,196,regularSobol_Training_4
0.057597498,0,1540,Testing
0.49978,0,38352,selectiveSobolSampling_Train_XX
0.43536,0,34,LHS_Training_3
0.024059,0,109,LHS_Training_2
0.867152,1,43,Rand_Vald_3
0.52224,1,43,LHS_Training_5
0.6911471764,1,400025,selectiveSobolSampling_Vald_XX
0.94578,1,52,Rand_Training_1
0.67289483,1,1705,Testing
0.12907322,0,240,Testing
0.92308,1,79,LHS_Training_1
0.74978,1,85,LHS_Training_5
0.64576,1,73,LHS_Training_3
0.041462,0,58,regularSobol_Training_0
0.92850826,1,627,Testing
0.7407493101,1,400009,selectiveSobolSampling_Vald_XX
0.035405404,0,1124,Testing
